0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
10937	5314	13311	9034	13095	3852	8499	82	401	11693	9961	13302	13201	10917	11067	6297	10174	8211	10069	6638	11333	7554
5207	5097	235	9774	352	2601	1600	7396	9903	1673	6262	9375	10518	3642	2217	9544	3099	12246	5585	10754	7174	12364
9981	6531	1035	10612	340	13048	2032	9127	6569	8054	6741	3352	7902	5035	2644	4874	8650	13203	11276	11536	12120	7007
1681	9983	3983	12098	2079	11024	4405	1865	12718	3526	10649	10909	4155	1928	7600	1664	5584	2580	4278	6697	3194	10406
11871	1296	6416	12474	8415	12530	9146	12132	1225	7732	949	624	2792	12163	8607	5278	5235	1954	12053	8752	2105	7982
9327	12454	10199	1635	1413	5601	9406	7428	10121	4313	5694	10201	10945	9093	5820	6790	13056	8924	730	6318	2791	6843
4646	8944	10061	5565	206	9714	2931	10560	8950	1024	3996	12315	89	9240	10430	9780	6151	7001	2930	12255	303	7764
2066	7080	2229	961	10996	3470	9077	159	7816	12565	11096	6748	509	2750	9431	10583	12977	3281	12214	7764	2222	9584
6042	4531	11773	8221	765	11298	13175	424	1217	3860	12965	3895	8720	9087	5625	3419	5103	1554	2439	13065	120	8035
4684	603	8211	10758	9252	4110	5908	1424	7689	5778	10690	8157	6483	12258	13241	5982	534	7304	3528	10459	6632	12738
5815	1301	6235	11057	4791	4629	12255	182	281	10615	6649	9119	10730	8484	9420	5288	863	12470	12039	6464	13055	11515
1746	8400	3917	6307	7668	2675	8829	9406	8580	1581	1097	3900	13006	2355	10497	4072	13058	10503	11453	1440	1723	5784
449	9608	12806	13208	9376	7109	5910	12263	11356	1938	11775	5571	3522	6870	9426	4778	5162	5275	2161	1803	13270	4953
4273	12182	8413	5667	13321	11757	7429	7588	7686	6633	2437	4724	11957	6288	12759	7435	3899	2531	8499	10138	13085	6159
13079	3562	8217	8789	6741	7108	6596	2331	9616	2963	993	5749	12903	5314	145	2854	9135	1352	2712	6612	6665	9419
11909	6105	1519	9372	5688	12254	3874	3248	933	2088	1792	7073	1954	3898	6132	4263	4923	2952	7422	13327	6336	3014
11209	11911	3726	1308	8716	6088	13006	10547	8221	5308	13042	1459	5060	3933	5099	5022	9454	5540	3001	7387	1181	2850
9469	1707	11830	7895	7754	10584	9337	5222	1257	6207	5958	8381	6191	167	2720	594	8428	5190	12021	9833	1686	8984
162	12998	12048	2694	5484	5297	4708	12579	11610	12463	5927	11548	6037	10158	2476	10071	2873	2451	4296	5116	2192	10021
6590	7044	7485	10183	6842	11285	2695	5397	9066	7258	4493	1234	12672	7120	3842	11244	12368	11024	4071	8905	7305	8848
7400	2418	11373	2473	6209	9118	566	2653	5734	4347	4336	1466	1559	4964	8348	2425	940	7501	12381	11726	5049	11228
13349	9416	12959	5085	3072	10269	3752	3571	11085	5857	2508	11896	13106	12846	10501	1185	9400	5771	6935	4351	10651	6433
2622	4955	9727	2370	6032	6276	5764	12498	12632	11833	5057	12391	12749	9260	3713	1344	6647	5304	10385	7841	11487	9527
1962	12190	9252	8400	6431	13106	7939	2169	12734	11201	3823	703	1515	761	3120	7619	2574	4165	9720	13123	7413	6806
7103	4485	9939	11485	1494	12937	718	3385	7015	12622	6558	2008	11631	5266	4172	2809	8552	8854	13197	1505	3188	3250
619	9723	964	7234	531	11936	3342	50	5213	5074	2925	10879	9823	1324	10376	2577	8543	7931	10278	12797	3325	4586
13070	3598	10803	5733	646	5350	6954	7736	10178	12545	1966	12335	13272	9443	7051	7369	12603	4476	644	6381	973	2428
4270	2941	2468	9221	8636	3644	5027	569	12248	1788	9759	2494	9531	10282	6579	702	665	10496	7072	12048	3408	4499
7252	8160	1547	11371	3230	9937	344	4904	169	5884	7045	5262	1477	6703	10433	12172	3209	10371	7418	11056	7404	8556
8153	2515	4309	4127	11353	10803	6872	9229	13323	12814	6184	3057	8330	1763	10660	11377	127	7834	7126	5496	8215	1221
7819	1997	451	12105	10519	10616	3109	11111	11643	10787	232	6925	10477	12769	2082	8221	7735	11283	11017	4865	3626	5888
6356	2448	10524	6056	293	7373	482	5364	4424	4641	6834	3563	8470	4303	3931	768	11715	893	3461	9957	3562	5774
118	4920	10505	7360	2103	7375	10276	83	10317	5721	10995	3841	3843	9894	11615	11941	3781	7796	11558	3259	6668	12312
3165	12278	11193	2481	3944	10960	8107	3469	13000	8490	3868	327	9720	2900	8798	11438	468	6697	8206	2924	10342	3441
7806	1660	4974	10459	3659	8366	8995	3659	557	11853	10745	4605	2916	4214	8489	11421	5437	9080	3070	8983	42	11315
3491	2898	3079	8915	12834	8044	5031	7304	5572	8503	4131	9694	11810	7311	7980	2265	11718	8792	8759	11763	9350	3568
6123	1044	10318	657	639	9337	12975	12313	11747	8303	6252	7578	2666	8146	8998	2306	10998	10994	12295	8565	2099	5978
4754	6955	5097	11619	12572	13069	5753	1303	2535	4390	3620	13044	2919	9017	12555	709	11803	7672	1656	1115	12057	6050
4741	3233	608	3615	223	11512	6607	5611	8392	6873	6192	2691	5410	5368	2854	6457	11772	1057	9917	512	11330	4737
61	6258	4291	2107	2727	8531	6925	8634	10992	13060	9749	4033	3504	11688	3760	1338	5349	9286	11141	5732	3598	2381
3585	4596	1281	9320	12376	8238	12975	9769	9690	8271	6395	10200	9000	1942	9210	11403	1488	10257	4417	66	3149	11617
2777	8910	9011	2408	2556	6837	8152	3296	8632	12149	5225	3779	2539	9855	7159	5937	4800	1081	1551	4010	11331	4555
5801	13035	5249	6951	10305	2368	8440	9357	6931	2203	8379	5940	11192	10983	2616	11201	4976	10667	9098	11564	8459	5862
1649	3604	6770	5466	7108	471	2710	8552	3666	5172	5743	8859	726	10046	4024	12619	1331	7851	10507	13023	1390	10351
3527	10391	4147	1065	3199	9545	5040	5733	1682	5280	5175	9870	207	6700	12464	8585	950	10900	4183	8137	12325	4076
8686	1953	9839	6054	3860	9251	859	10897	383	828	1558	12833	5040	7248	754	12182	4197	9167	7985	1801	8567	238
10502	6756	12671	1865	7459	10711	10942	12896	12703	10392	465	13039	11948	10822	12715	8733	6712	9646	2073	380	3207	6208
6723	2820	5012	6746	1283	667	9479	9828	3662	6792	1363	12967	12810	9420	3931	2965	4687	11183	4823	5940	4204	1384
3193	4271	1864	9177	13133	621	9703	771	12134	7148	7597	12073	1301	12059	510	6812	3660	1658	7901	3795	6957	7097
296	235	6867	35	8317	2578	2617	2128	11531	2337	10887	5137	10673	12169	12697	4212	4271	11928	12663	2078	7279	1027
11056	5968	7727	8856	1947	12128	13252	3212	4798	2494	5992	11385	8420	5610	6824	3799	5731	4594	4316	13020	5107	4184
11643	8844	6883	3282	5784	8162	480	9843	853	1181	9195	8156	8619	7299	11172	5666	9048	12143	10373	6347	5342	7884
10530	6926	6081	7612	13224	1706	1076	13226	8165	11936	760	9301	1820	10958	4098	11109	6081	5491	2742	6079	9357	10736
3847	2366	4757	983	9564	6944	11643	6647	8785	990	6620	9044	1749	370	5472	12704	10949	6192	8753	256	9480	9635
4934	9505	12882	5606	11092	4306	3769	675	2649	7585	6669	11943	7781	5381	1213	9096	12588	7363	4238	12675	11268	1200
8026	4887	7668	12684	2256	10381	11847	12241	7268	11380	10014	10591	281	12629	10737	3645	8808	2179	113	5123	2657	3837
6904	2401	3273	199	10950	3317	263	2021	2819	4313	12117	2048	4448	7868	3406	12322	10667	5076	4188	11001	3446	12077
7700	3904	6609	8032	2003	821	4657	4804	6839	1287	3058	4534	8262	3109	12492	708	7608	11296	4506	3743	9142	4129
5670	3366	4948	10760	1745	1268	4755	960	20	4970	6669	3625	1559	11715	3914	8970	11145	9987	4635	2040	2340	5821
7107	211	7757	9872	587	3075	10790	12691	11893	12489	3978	5948	4311	11748	8921	8271	2510	13231	11600	5658	780	2019
3050	161	8468	5065	8863	1847	12780	11080	3864	7358	994	4620	6719	5474	5481	9733	1300	2754	4606	10137	11113	4249
12139	1651	198	2320	4849	11929	8064	11581	6927	10602	5721	12053	7533	5856	346	5449	4023	5098	3628	11739	6792	11544
8689	7673	5889	6183	6666	11301	5644	129	954	4878	7652	436	12725	10688	8921	7617	13121	10831	2250	1715	4990	3072
8193	2934	11984	6907	1262	4053	6290	3008	11028	6793	3365	8080	6314	8088	10212	267	11628	4629	2558	6734	13098	10924
3174	12088	4305	8259	377	8637	10860	7092	9700	1829	8595	12084	13021	3173	12965	8583	10531	10482	1575	2169	10564	6182
1666	8017	2931	4563	3158	2763	4354	11055	6822	1285	8454	10260	8079	3170	8087	9772	3588	7630	5182	4466	10983	788
8417	11413	9319	5867	11192	7172	10125	1689	4055	12835	10398	9476	4174	214	4901	2107	3067	3390	3854	12757	262	4123
10901	6945	3183	2626	2802	5562	11600	5264	5878	1610	6847	9597	5299	1042	609	7318	2595	6317	5714	655	9807	7659
4455	7841	3139	5936	6739	11954	4479	6460	2501	4027	10866	6183	5607	2616	2277	2647	9296	992	4174	8087	13272	4559
11028	4743	7144	7083	6138	11331	1782	12048	12738	2320	1904	4539	9647	3133	10723	8854	9754	3424	8666	880	6266	13153
8940	4522	4960	9514	5652	8871	5414	438	10248	4772	8576	2602	859	11768	13083	11776	9173	11527	1410	12428	7902	8552
12868	6999	1201	8493	3590	7203	793	4037	8217	9680	9605	8540	8381	5451	6100	6799	1597	11798	3824	8119	6123	12770
5613	5939	8779	8747	7721	12014	9687	9832	1026	6310	12116	1841	12083	7763	3712	9909	2123	297	6324	6661	5191	12741
9116	4304	6965	6687	2894	2364	6217	4123	5769	2291	1961	5802	4250	4389	7433	2357	2644	2806	9006	4011	3768	10381
11622	2951	5728	4384	7430	7096	699	6486	3173	4858	6844	5478	5039	2355	8540	3314	6405	8193	776	7144	10801	4128
455	11119	8518	6120	1866	6620	10194	8982	7263	13136	12575	10925	438	8083	6512	12831	11410	12073	4193	3471	11382	3110
2713	11728	8967	1916	2209	4727	11039	12931	8839	6938	11312	10533	9753	2934	5939	11068	10655	2551	2858	9047	9231	5704
1539	1999	1017	10525	11455	8366	9916	10684	8471	3021	1673	9273	1538	3607	2343	8124	7795	2049	7044	1306	6842	5374
7233	3903	12581	5130	11891	9735	11980	3575	7806	3702	4610	10053	6794	652	1507	1484	11454	1963	10387	12876	9175	11390
2230	5289	3463	7483	6395	11213	8122	13026	10270	7468	10571	7590	13275	9467	1566	2382	966	8894	7722	4990	8340	12524
2895	2507	12905	6504	9113	12966	4914	11113	3586	3978	6851	3124	10737	4742	11531	10573	11973	6074	2453	10980	2204	6187
4291	10006	3285	4093	12712	4689	13071	10665	9317	10065	4075	283	4370	9119	8891	12011	12418	10274	12986	5677	4638	11878
2551	12996	3331	5189	1151	10497	6147	12932	7582	10124	3231	5863	11751	4731	6477	345	10442	12053	11811	7911	1919	10150
2503	4677	13153	12736	8247	6104	9387	11693	13173	8155	7378	8153	13336	12714	4816	4503	12191	11449	10276	4990	859	11502
12503	2295	2040	3198	3475	1496	7494	1970	11211	11810	10321	1487	13175	11823	11701	11350	7480	7661	12655	1226	7999	11392
10786	2223	11967	12524	6985	4292	8665	9214	5970	10566	12440	6378	3189	3254	11275	6811	12086	566	9955	8333	2834	4191
12957	2954	1546	12985	5818	2535	35	7704	9466	5788	5530	11900	6383	8839	8605	9260	1691	12545	10541	6848	3064	5467
533	3315	6132	10475	932	10128	7994	11798	1377	779	3439	2045	1760	2309	9573	4605	7190	13040	4738	10670	8623	6130
6686	1853	2126	6440	6865	7409	6540	3758	12253	3346	8569	7886	12983	11964	10243	9283	7712	7644	4862	6802	5553	10294
3921	12505	7599	12004	7623	10213	115	4076	12022	3358	4772	6927	11765	3996	5182	13126	11975	5426	1339	32	10634	6410
3037	7087	9854	7897	10895	732	6284	12031	12267	3729	5287	11224	1234	8269	6411	7581	1896	7920	12354	7070	142	1167
4835	11747	10929	13311	11625	3872	4581	449	5854	9485	9244	2787	8790	5380	6635	11939	7241	1528	7003	11113	12687	5256
1341	10651	10243	5473	8456	6360	8345	11450	7503	2201	1513	8169	7811	8739	10167	10273	3542	5887	7716	7495	2154	1031
6603	5812	1726	9924	9978	9626	11231	12135	1694	1652	11560	5559	4812	5562	1167	6181	2044	9642	8200	235	11850	1537
1710	10114	3888	440	3486	7949	8907	3691	845	11182	9604	8141	4612	11530	12748	9229	8352	9251	11597	11547	5989	2847
12261	8309	4836	334	9802	765	1343	8812	953	6569	1212	5680	2922	10341	7005	8717	4332	4030	2262	3084	2924	7624
12490	4519	10232	5839	602	8042	12989	9886	8197	7464	9503	11382	11963	941	10034	12717	4299	5990	8976	9829	11265	3055
4668	383	2451	8750	4814	8676	8048	5036	9023	10917	7476	4180	51	6640	4420	3949	10112	150	5311	743	10939	3661
7125	11790	8537	7079	9908	8315	10062	4487	10781	1923	5071	1777	4623	4908	10057	2334	10742	2548	9796	1635	10277	8442
2271	13048	1087	8812	10885	4830	4360	10761	5344	12011	8932	10558	10181	12064	6339	5342	12598	7603	8010	12915	7485	3805
6026	7753	742	8544	3758	10590	5308	2244	13006	12381	7790	9157	9973	10384	8673	11662	5803	5857	3994	8788	3375	5280
10696	3412	11979	9481	13105	2208	10150	6895	10242	12304	12819	7201	4465	4526	7908	4462	10204	6606	1133	4918	1511	5501
4440	332	6976	5095	9976	10099	1241	2826	9524	7298	1341	9978	12929	11997	6821	9579	2358	7007	6516	1049	1860	814
11039	2154	10802	5857	6860	4417	11174	4014	1303	12939	8902	5575	5847	7633	9805	10189	5848	4640	5191	1099	12735	10863
6430	12752	7963	10780	10230	12270	7005	8085	4652	6571	3846	9492	3152	2033	6845	8163	8296	3998	4285	11616	11900	9706
6435	1815	9197	5721	6774	4570	9040	5216	11199	2489	7826	5184	6125	936	10617	3409	11598	7003	9305	9762	4158	12537
10793	13238	4021	145	12116	2755	9800	1632	5741	8671	2790	10715	4826	2662	12603	13235	4745	594	2279	2734	1491	2341
5078	4835	11372	6129	8642	7772	12549	11070	9381	5171	4111	9608	3248	5244	1897	1474	6164	5861	4607	2525	1509	1610
483	13310	8107	10317	838	3173	10249	9049	11549	2423	3534	1625	9198	3013	7195	6405	10384	1216	10462	11126	5322	4616
1597	13285	12163	4775	10999	443	127	5365	1916	2183	10275	9181	146	2896	2096	4495	12742	10523	13055	7638	9136	10072
2204	10137	13285	8809	13280	10464	278	9378	3002	8485	1201	6177	10787	5207	5639	12599	4788	12138	8210	2460	8339	9334
3904	6100	10581	4697	9032	4481	10713	8537	1854	12175	13230	11520	2085	809	380	8488	10019	6892	7572	5394	2886	4785
8276	3763	5128	4458	2115	7468	9706	12069	3147	8387	4973	5453	1601	12630	3492	7754	5710	1512	3994	12471	1442	11139
3540	1730	5478	5739	246	882	4608	3477	1283	7022	9817	6674	13168	1843	5524	11008	11440	7072	2431	1610	12708	135
3763	1995	10133	7735	11055	379	12764	3316	12796	12570	7091	10607	1024	1625	6687	143	11158	622	12770	3619	11135	10379
1655	10828	4027	8838	12066	2081	272	11745	3603	1277	8903	8876	4078	2365	1021	4632	6604	1257	12077	3072	6467	11508
2402	13314	11981	6737	9439	4593	4775	2741	6351	11217	7968	5907	5923	7337	11822	1606	1551	978	12507	2214	3442	12884
13077	6835	1624	4338	11545	5084	11681	10253	12232	3128	4003	6494	13272	73	2	12658	11386	11874	11123	5855	3977	13237
12752	9615	8046	3	10670	13191	10318	9494	1308	12956	945	10022	354	9793	7456	12083	6201	10718	6396	9549	10253	6409
5120	1051	175	7839	116	13213	531	9468	368	2483	4978	11473	5166	3811	12245	6774	12399	11028	10790	11238	7282	4120
6812	337	8473	10178	12892	2348	6060	12322	2314	1516	12542	11470	5909	11990	4010	13044	3517	8077	258	2497	7476	243
12198	13053	1954	7912	701	5987	6416	287	12130	7275	6333	4999	2184	7304	4377	9392	22	8919	9876	4788	9479	2061
11956	9894	5798	13336	3003	4460	9971	6612	694	10784	11785	9114	3456	10596	1000	4848	11055	6613	1386	297	7150	12418
9539	9740	4591	4573	9950	959	12575	11986	12189	7389	6297	11277	4143	5874	4128	7213	10064	11774	11922	7979	220	11392
3608	7359	13138	8240	6252	1140	11140	9847	5134	8272	11063	12999	5284	12098	9995	11264	8495	11348	13060	8039	2116	1397
10499	6837	12977	8599	6366	12845	7796	9488	8248	9831	1687	6058	2116	5072	4939	13212	8488	6069	12431	2332	1204	10417
9496	12539	3686	13154	10453	4668	2829	11482	11362	9416	3347	1802	3197	2441	11689	3907	12337	11616	1351	12956	6451	9687
9409	3679	8274	4329	5015	1050	3592	12868	12084	6792	8868	47	12452	645	8829	11789	496	8049	11217	13193	13275	8518
5348	2705	1277	13128	12717	2358	10028	6521	5980	4682	10140	6886	2401	3116	6293	10160	4139	7631	2836	83	6487	6173
339	1286	442	9102	813	12554	9164	8756	1027	48	6919	9608	11036	8558	12181	3614	1127	10725	5068	5794	1847	6293
3258	4963	429	5376	905	10323	9428	8532	1682	3427	382	12647	8497	5311	7688	11160	4744	5781	110	11435	3824	11356
5494	1999	11046	12544	678	11086	599	9385	2563	13306	7932	183	4797	7756	11665	11643	9185	9774	5906	2029	4530	1701
4115	9923	4982	13195	10603	2276	8114	2906	10018	5491	6024	4627	3033	747	964	5910	9059	8435	7463	2142	1550	41
11072	1799	8098	1075	5881	13015	9096	4320	8048	8717	798	6968	7946	4589	1421	1702	567	7913	3687	5885	566	6198
6761	12126	12608	3562	10017	3795	3514	11310	2809	9517	3190	7024	6303	1757	2236	10146	9340	4844	11196	7798	4796	7569
591	12576	6735	7018	7044	6120	12017	1338	6948	6906	1278	5728	5604	9810	5492	3830	12882	4136	8972	11296	10993	384
12577	12892	13110	11111	11817	1665	11712	13002	9694	907	11213	8053	4235	2211	1670	7194	13085	120	12327	7169	7469	9171
1169	8600	5546	7122	1862	9923	10154	2537	12820	99	3616	4803	5661	8491	565	768	11723	12867	3965	6509	6273	12875
9973	7384	4698	10913	5540	9901	2717	8158	13196	2264	11973	7537	3277	11353	7661	11416	10708	12427	9160	4879	5964	10663
4653	4810	12235	1948	1589	123	11019	2309	4986	12470	1430	5163	4710	2985	253	7133	11633	8177	11776	8843	6766	5261
9365	7269	13261	8930	10626	2874	12979	5469	8243	10350	9471	5447	4727	7368	6708	5023	6233	1953	12432	2587	11234	10827
156	9365	4889	4231	11406	8532	5950	12449	3148	1664	11869	3310	1922	10604	1261	1065	7659	10717	11445	4373	9875	3393
1079	12606	9203	8108	9297	12551	2757	13274	12291	4143	1995	8273	12580	7999	12470	3916	8337	8449	9212	7147	8743	11580
11326	11832	9197	7421	858	12500	11702	10398	7975	2860	2944	9424	5708	9846	12402	6328	5230	7138	13101	8948	1227	13063
6832	1675	89	6196	11336	9276	6509	9801	4824	2976	2005	3671	1267	5302	790	7669	1633	378	7290	8512	4965	8375
10773	11864	12465	6478	8873	5474	10944	6824	9850	9218	12376	7142	12175	4980	538	6996	3631	6992	6967	6947	4099	1
1402	6550	1000	10989	8434	7260	11161	2795	4803	10541	7254	11632	6076	9651	3859	989	10842	335	12885	12960	11240	7062
12742	8870	1965	12301	6890	2021	10516	6942	12464	5743	8130	7342	6164	11890	10789	6520	1540	4128	6734	3103	9588	4793
3742	9800	363	8262	174	1095	1479	10365	6696	4354	11683	1449	9851	4757	11690	8430	1881	5014	2442	1500	5924	3561
567	1389	2256	1798	12117	1139	7512	9773	5904	9249	376	10288	6118	8079	4347	9366	3509	9692	5601	12549	7383	7113
5855	7350	974	7328	1996	60	2174	13002	8278	5099	10844	7725	5885	3850	6645	287	12618	10283	5568	7145	5389	11355
11762	5015	12002	265	12553	1162	5751	11111	7034	6110	10864	12712	12368	11982	9322	9443	11272	2438	8244	931	3299	8847
2112	2644	1470	3230	3215	12518	2391	10336	13028	1630	12188	2219	6660	11804	10360	1528	11443	581	4578	9752	3930	577
1407	1488	1609	4248	11423	3332	6548	9082	10630	3890	2048	2142	5156	9565	6816	7995	35	4911	12170	4391	429	5060
3104	8499	4384	5403	3408	7909	6065	8276	8833	12941	6877	10701	3559	5947	2265	9815	2585	2351	9108	3595	3080	6188
8345	6037	7357	8002	5613	10942	5460	804	11376	8104	6051	6248	8757	4625	3647	96	6402	1383	6860	8591	5611	11551
4418	13021	3823	2002	8259	6753	1268	591	4827	387	12603	2925	3577	9487	7611	7051	3429	10204	8644	1023	8523	8300
11994	4670	8883	244	2718	11023	9702	10982	2163	1143	6005	8388	7376	4678	7715	10003	768	12814	3666	6117	6219	4985
5647	11205	10763	3034	6119	3812	6621	13248	6042	11449	6314	7855	5897	10084	7542	11835	6637	9893	678	4759	10018	7124
12272	6534	3420	9960	7873	3216	3299	5910	11436	6766	12444	295	10917	8911	10475	1348	6283	6449	12990	1321	1560	9568
6574	9141	12072	10788	10837	8619	9764	4363	6303	6808	3910	12878	2499	2613	975	8943	1125	8837	6511	2372	8445	9637
9600	9966	6306	3590	2991	1049	2820	1828	2335	5929	11001	6583	4242	10512	5101	2490	4183	1630	6850	369	7824	4603
6977	1522	13278	1821	5059	10897	2339	9565	6439	10390	8901	9951	12656	10514	6097	1907	7193	3006	3389	12107	8140	8902
7861	5708	1210	9192	2412	8522	7775	3878	12744	11982	5629	5408	521	3961	8077	10645	8194	5131	6306	9292	1379	500
5108	880	9110	6140	11177	4145	1006	399	7714	7155	3518	4001	6434	5365	4389	937	11506	3422	3697	9977	8888	12034
10526	6030	2501	158	592	913	9360	12622	10938	6662	11093	12709	13305	2752	3798	12054	7960	8555	7712	1561	3489	6989
7886	4243	9737	2156	5580	8054	8752	1525	39	9516	503	12953	10584	8751	5468	5708	6961	11274	4278	8743	9113	775
2315	11744	9210	12727	8874	10817	13156	12451	1185	8578	4814	10549	10187	6147	5795	6846	3349	4646	1097	5017	12638	359
11799	10984	6967	11829	3370	10655	10892	3667	4160	12036	10554	13339	6907	5292	5015	7173	3551	8247	8543	11389	12361	3821
12890	4078	8216	5687	426	8992	8504	6058	2327	6095	6865	8027	3011	7019	12411	11097	7807	9715	9114	11795	9750	9782
4705	6240	4766	9836	8231	4112	4521	4050	4972	3619	1885	225	11331	9057	10616	976	6722	4076	2123	1349	8998	7946
4186	765	12626	12172	1315	11513	1712	1142	3538	3850	4543	5399	3944	2853	8271	8919	1325	12468	7347	6349	8355	3563
9605	4710	1673	4434	8678	960	7351	1308	4798	774	688	7963	4947	8862	5403	11576	1575	2726	924	7456	3809	7628
11801	10297	1974	6075	5501	10268	7436	10297	3002	4061	5371	10609	4831	3280	8501	1664	8533	9078	498	610	4870	6417
8954	5749	11431	1871	1898	8099	10068	6895	4092	9204	5725	11971	3444	6795	2101	3594	3063	5530	7253	705	8806	9915
13033	519	4528	6824	8535	11056	3311	4851	3766	1903	3020	386	5041	7710	9836	1408	43	11454	666	1896	110	8290
7237	71	4087	10500	6668	6250	2202	3467	6187	1917	5623	6852	12451	7924	12197	11876	9029	4003	6442	3158	9847	2147
9857	3774	7089	10996	2654	594	10467	4866	12106	9384	614	1044	9140	12407	5015	8915	10754	8034	4561	9552	713	3070
1125	326	2102	2789	9113	8142	8404	7499	10011	4766	12698	5387	9187	4171	10958	1353	4190	10255	9522	8631	25	1863
7807	3772	6483	3687	11496	4456	3322	8681	10810	8101	357	3994	11751	2108	4783	10958	6025	8719	7845	1437	11431	12295
6462	1797	10883	1689	2865	8130	12892	4114	511	13038	10371	1786	8150	2103	12394	8100	5440	12078	12153	5068	3762	9523
84	1839	13	8411	13000	7309	12965	5689	5555	1237	3532	3411	3135	12952	3951	9003	4585	6853	5287	10233	2875	10022
10490	2193	3633	10831	6911	9536	9208	10020	9354	292	9548	12628	4125	6311	572	12315	6579	10989	9220	2675	8667	3957
4878	4268	12211	3627	10701	8393	11760	8184	8205	7768	4655	10912	9881	2593	3441	6526	10521	13109	2799	6295	642	10519
8249	10637	9652	10055	8877	6199	6160	5974	2936	833	13217	4422	11197	1053	3657	11270	3124	6581	10561	4356	11779	11738
697	2076	1630	8236	8422	4404	9156	1012	8589	9171	8759	6454	620	6257	5045	8867	770	8188	7671	5955	10865	2068
8280	6028	3289	9043	1932	3706	10012	4961	11203	11531	11443	9275	10128	2644	6724	4296	12725	9981	4350	1110	11249	9584
3704	12628	1494	3694	6285	9600	2934	6807	2777	4678	5198	9984	9756	12376	5915	9642	7	9932	8904	196	1	8360
450	6333	4972	11762	2635	7756	4148	6938	10085	461	11450	6525	9213	10477	3334	9596	1200	1174	8551	9987	4070	10364
12516	1573	8770	2721	6929	715	1919	4098	9236	5108	8440	4932	12233	1334	3278	9615	9696	11197	4359	6470	3959	11166
11304	12686	3502	5721	7683	10353	9095	1752	9694	5324	5501	1561	8740	9796	10190	10211	1927	5276	296	11748	1879	288
8527	5284	8003	11760	12428	6708	4579	1152	1120	2015	2426	1517	507	4579	526	5215	4185	5126	5404	7991	4513	5305
6823	12056	6928	8258	2656	11130	1611	2075	1785	11094	2725	5560	2579	4325	2104	6306	9387	3748	4220	4024	8712	218
8306	11257	8460	321	1721	13171	8033	7920	6827	3560	9324	2511	5874	3233	3491	8366	1136	280	4785	2659	4705	9128
3108	7156	3355	2641	7156	7670	6006	12079	9619	6086	5348	11424	8630	8018	10736	3407	2211	3379	3951	10983	12342	7136
1224	5923	3693	8835	7350	6020	852	6758	7934	8672	877	11219	6670	4871	6147	3513	6542	8402	11694	8788	5494	2177
1988	5382	5722	10897	5542	8963	2872	1038	949	10948	10935	2519	11149	9472	9433	9595	4405	4689	895	10070	9822	12174
13222	10437	6572	7064	12869	9176	6283	4018	1242	3836	1181	4140	13208	107	8759	2550	5193	11289	13224	4611	4716	3158
9503	1083	11366	377	1057	6359	8966	6660	12287	1229	7360	6020	1397	5200	12923	8120	5901	1604	10367	716	9422	9877
5083	2742	13103	9849	12574	7500	12787	4856	3313	6110	2703	2507	406	6877	9506	965	2940	2862	6266	8800	11015	11584
10582	13129	11536	12439	4900	11314	3776	9512	12506	5084	4132	10533	7667	7776	344	5886	12461	4410	2206	5183	8171	11639
3846	3740	3570	12149	6453	6754	9435	4912	5978	9516	11221	3863	13289	1414	8776	5178	9800	7183	6537	2158	4650	11757
1937	4618	5997	11481	7909	333	1105	310	887	310	2678	8455	7882	10404	4647	10214	6840	541	4583	7989	1661	10609
10137	1026	4687	3948	11745	11713	4373	8193	5241	9509	224	12080	13300	3839	5225	4551	7387	2601	4048	8783	4228	542
12202	3257	950	12194	3957	183	1320	8081	6317	9963	11229	1566	6704	6712	4123	7935	12410	6346	208	1321	1188	4963
2512	9608	8154	5004	3850	5152	5349	11982	8171	1038	9860	4423	8804	6994	711	9856	9185	9966	9200	1131	6545	12992
5566	4348	6785	9774	1782	2715	5252	1823	11278	2264	10486	9323	1679	8195	10861	6011	3410	4360	9229	2677	12365	6569
10352	4043	10983	13027	230	11854	1578	1613	8745	7951	7672	6523	2091	3032	10474	10774	9555	7537	6054	1866	261	12420
6149	12634	12349	7767	8314	5698	3398	6297	6501	7361	11748	11882	4230	11182	1426	12103	10798	3158	6180	522	11828	5673
10501	8150	13331	8189	12704	1222	12764	6074	4763	10672	1075	914	10093	13075	12553	11065	5593	2873	11594	6159	4279	8915
6194	11202	2588	8102	9654	3885	5834	2086	12577	4170	13299	3896	6861	6676	6368	12664	1086	9746	1009	1770	12596	97
11401	9022	12812	6847	11991	7338	3791	12300	10357	5913	9880	4034	5829	1713	9951	7169	11204	5125	6214	1921	5892	10395
4891	10930	8487	2627	10091	9768	12826	5799	9351	5559	12874	1292	1719	6237	6548	1551	581	4558	8670	4886	7403	10658
5694	1470	12283	5963	13332	7486	1128	123	10402	6832	4705	4416	11677	4277	10493	3774	728	7605	2640	7317	11323	9479
13162	8888	4294	8139	13278	2517	3904	4394	357	4731	550	11313	6840	5127	4880	9906	6810	5023	1704	1796	6233	2514
13175	10607	6898	9636	2760	3470	702	8116	2901	5095	10946	10458	8624	7805	3612	6221	2112	2891	12393	1132	3385	2997
