0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
1546	5153	15608	12903	16873	19249	17995	10696	9024	17851	9901	8716	16063	13014	17715	13752	6325	19626	19487	15080	5771	17325	11408
16452	9114	10694	7550	14934	1086	14483	3800	12340	15095	16597	10343	1216	12462	3862	19261	1349	2185	19615	13434	11435	9409	18693
6057	9412	15875	1745	9258	6020	18803	2405	6127	6713	19194	8839	10862	16767	5587	9159	11555	14040	15754	8728	4943	14134	5482
1593	16924	15452	6672	8333	1397	2132	582	6312	11779	11972	8020	1016	15744	6957	9845	13968	11448	12407	6175	12651	19364	17341
17627	5540	2666	8981	14655	16046	16384	9295	399	9858	19589	9757	4265	8238	16490	1341	723	7905	2497	1761	8165	9118	6568
14773	13580	1117	7174	2904	3751	7852	15595	15598	6617	5162	5041	7297	7207	9831	6714	6272	8345	9366	7682	1488	12727	19238
12268	16084	16966	10975	5399	191	6456	5118	5726	5776	11809	8908	12687	2281	10151	7103	3200	17779	12121	11006	9725	6459	235
19140	9658	1490	6878	2621	15083	5482	4987	15533	10960	2642	6429	10849	17397	3154	13988	7229	16126	15027	15253	11910	9050	6293
5941	3217	8673	13247	12742	18215	14246	15928	17783	17429	11721	16834	10053	8104	14179	2593	13673	12131	17582	17950	439	10269	18036
1647	12190	6370	11449	4300	2020	16174	2554	6132	12118	14676	19350	15107	15153	19041	9942	14378	15770	12785	17692	3429	6508	4890
15837	3397	8630	7122	13776	13838	11018	14538	12912	13280	3506	7604	18577	11155	4635	18141	6373	6777	2693	19227	2436	13621	11208
5876	13622	12661	10356	17183	10828	10406	7332	5482	17182	5254	10455	19220	7068	11782	10082	9496	1029	11584	3467	6113	7162	3793
6558	4978	18238	16546	6034	11950	8156	8203	16154	6406	8244	15695	14336	10599	8963	9956	13973	3000	15642	12595	2849	17396	3491
11838	5486	10090	11552	6060	13707	8317	18601	1616	10293	3772	9491	14518	17948	1170	18149	19176	6050	6913	5868	4743	9185	12789
15053	16126	18336	11324	14216	3215	3684	16380	4610	12574	15809	12075	10174	93	3522	16152	12569	7304	17804	9392	3928	14718	16247
18234	7208	8083	13315	19393	2590	3807	16438	3821	17069	9391	4288	12340	5670	19125	3463	6984	4439	2033	13453	3897	15112	16353
13401	4334	7588	3700	5502	4519	635	6181	11355	11178	18742	13114	1749	18091	9704	6242	467	11783	2537	16030	11894	15736	12820
4556	18422	14104	3568	6474	8781	320	3361	8225	2888	356	8451	5024	6974	14244	11720	12004	16971	616	15406	16117	993	10863
15712	11535	11296	5545	9974	8339	14972	15392	11067	3419	17143	3592	4680	6871	2432	4724	8996	15021	763	6423	19540	1695	15848
16618	15960	3822	4147	11873	2858	6859	18282	4393	3575	19377	17839	17181	12524	19127	10215	9029	8876	18573	3397	6041	16612	17859
9159	6023	3597	9594	6194	2281	4868	7514	11892	3092	6229	2005	9881	15134	7398	5212	5348	438	8440	13439	14162	7331	19645
10754	8938	17364	14823	1205	13559	10982	11437	18283	5125	9002	851	13219	1236	12568	12413	18706	8752	10998	7560	9661	1410	6086
2530	3057	10266	10343	674	7487	15233	19618	4487	1821	5661	14621	17840	16661	19567	16786	17359	9071	1187	18705	5028	8309	16239
2771	4917	16851	8438	13493	17833	15663	8673	6223	8754	6166	9954	13313	17347	8763	11433	19234	10672	12966	12694	11254	9557	18625
1062	19473	12177	19688	7190	17179	7343	2463	7753	15390	1829	18364	5880	2359	13920	17594	6215	9044	17792	9825	8200	14048	12976
19105	12798	10418	19521	6092	10559	9118	8378	12678	18353	12567	6197	10308	2951	15907	19139	2926	17962	16443	3974	10534	18986	13681
14221	13649	4381	15925	499	16692	6093	18884	9751	7376	4801	11184	4993	7224	12488	12112	8456	3660	385	12748	14131	9931	781
1794	13116	3843	4017	13634	19377	1227	895	19112	9307	7564	17013	6383	16229	7985	17536	7794	5054	5672	648	16621	9025	6579
12651	5714	16292	8372	6402	7078	15631	7907	9624	4520	14942	8023	9660	8031	6608	7509	1140	13135	12380	4318	8449	19643	1000
6517	12934	10171	4855	18838	4183	4724	16988	4433	18715	128	441	19636	7840	19631	7418	13300	2819	17197	5161	7290	13933	10940
986	12637	7015	17519	9005	16093	17798	16259	843	202	15811	18525	3293	457	2093	14024	3159	18542	12799	2275	13650	12177	3244
13081	5317	770	3801	9442	11042	3344	18045	15642	8932	854	15442	3538	3675	6094	18979	7050	10612	7264	11795	2175	2751	16143
16305	1244	14539	19575	18854	2419	2769	11017	17662	14369	13791	7203	14370	181	15047	16244	15928	14503	159	8397	16430	6216	10728
17240	8729	15367	1241	12781	8590	12643	2724	7999	9091	5149	201	2199	13475	7047	18851	19422	14871	6930	12787	18545	9712	1866
4712	5862	18929	9532	15239	12113	17212	13774	7398	6625	15709	19041	19347	5217	10867	7567	19186	15403	15833	9483	4021	14691	10155
1426	9709	6656	16198	2140	3789	12626	1201	5558	6382	1438	7574	15637	3974	5557	17879	9660	7172	3403	9574	4195	13254	19146
6183	12638	16233	17163	13027	9141	12609	13433	6863	18642	12686	14748	14480	3887	2740	8336	5488	9496	2744	12071	7162	16682	4913
19009	3995	3770	7837	10774	16228	454	10116	13047	9423	11227	18421	2922	10465	10820	7697	18006	3088	3614	576	2061	5604	11401
14767	17235	16321	15578	158	16536	13040	10928	10865	3692	12129	16827	13745	481	602	8063	8140	494	19116	4639	329	9691	17029
5434	11869	1740	5867	2485	10567	13694	3815	2222	9324	8146	3176	18587	2931	16867	13203	8416	14477	223	9119	18757	2743	6735
3287	12218	8914	10166	8200	15979	18422	10265	16968	99	7093	19072	15061	16084	6680	2777	10382	3437	14806	11247	6142	14005	11222
17269	6420	13935	877	3992	3907	5804	4272	4385	14578	3468	11145	6165	17095	952	5113	5815	18560	15045	11370	6028	8287	13282
2682	15233	18944	15768	15298	17736	7731	109	13424	2380	6276	13059	2698	7851	604	13644	349	5566	12147	13090	8725	7322	7989
18392	6575	18110	15578	10096	1576	1539	16738	5979	8796	16089	3515	18673	6822	17166	9640	14260	17076	4166	15207	8287	12819	4729
18796	12131	11220	11665	7098	7681	14016	8954	7323	12048	14920	13565	7846	4417	17886	3150	9737	17170	18386	16890	7520	11787	1060
8883	8680	17791	6205	13031	19050	15143	7888	1013	4304	15544	12609	5498	2189	8983	3346	447	15493	15907	5321	17826	17089	1582
11705	3900	12613	13229	17640	1387	2442	17329	10354	7762	914	2250	1496	12149	15607	4050	14608	18604	293	19341	8853	18291	8007
15076	17810	6951	1182	1070	529	10943	2556	14937	17258	6249	10749	7385	18855	553	270	4947	9064	9880	4527	8827	7793	1822
8858	18939	15889	7919	5581	5054	12388	6478	897	18458	1191	6380	19092	7234	5513	5120	9638	9790	9501	17259	11163	16412	3948
17021	2440	16980	8295	14176	5551	6394	8849	8701	5642	3079	13067	16804	6431	14184	5160	18912	7476	18921	4896	17377	16178	18672
15854	18382	7330	14357	19503	11976	3750	6419	19203	8449	14871	15273	16366	14707	17235	8049	58	16815	640	7210	18011	14012	18153
11301	14081	18736	2203	3581	5242	9097	17602	14056	6175	17517	17674	8840	14921	14825	17083	17814	1993	4282	2534	760	12815	17687
10739	1934	13998	5681	18419	15998	12081	13551	14727	18440	10360	16549	18285	15332	12355	17461	18767	14580	10860	6036	4129	4534	7178
4855	3799	8974	12290	10116	3478	9636	12156	9559	3418	13740	16568	14994	5995	9336	2791	2923	2274	19601	6295	5359	3530	15811
12332	2751	5639	9675	13624	2925	12845	13448	18023	19170	18059	17938	16433	599	5397	2084	6410	12540	13868	12146	14621	648	2158
8341	4238	8686	12859	2673	19209	4914	5358	283	13859	14910	12646	4237	5931	3632	6457	13628	5540	11677	14187	17795	713	1229
2421	17418	5538	18143	18497	7827	3966	11886	14975	13911	13911	12262	5456	12767	7331	4371	14837	7883	1246	876	19574	3213	1968
10559	9492	17494	9303	3591	6289	14566	1059	14727	613	2872	5044	11143	11692	5278	150	16644	12392	4655	10665	14605	6717	9570
17017	4402	10962	13135	6966	350	14915	7800	2718	3090	17968	19583	12796	1967	15188	573	7341	17441	17032	11217	1339	7749	16136
4374	9231	6632	7759	16127	2691	19275	9216	5779	19130	3037	11317	18986	14713	13482	2500	14202	10440	3553	9541	14449	12328	17013
1590	10231	1739	14093	2826	9177	4653	2322	11970	5652	1475	1682	3093	1723	18488	1000	11793	3222	4888	8085	1812	9636	16646
9548	6805	4753	5986	6559	10029	14581	16751	11741	9378	8272	18672	15267	6449	13790	8577	11084	2945	2228	9798	19661	1033	7533
6078	5172	11269	14932	14221	8135	10880	15864	6999	5034	10193	8587	3347	10863	11649	15735	11578	6769	7655	19447	9640	5044	1072
4769	3120	2700	4702	17074	5555	10136	6559	15299	3813	11148	4638	1631	19200	6268	1845	17093	17536	6996	10111	14497	15823	7759
9493	13738	3646	4303	15629	5060	5628	449	10717	16775	7812	18875	19635	14626	4616	5604	13381	19018	8647	5452	2769	14036	5280
12026	13186	1721	3097	1325	12221	2389	11523	3086	11740	16205	158	8967	3186	10498	416	14788	7048	17759	9925	18905	18369	9364
18426	3652	12554	13173	10886	4689	2740	5469	13357	15208	14638	5584	18286	10490	7467	7108	18575	3603	918	16640	365	3569	4931
14178	10647	17155	19202	46	19358	13940	13639	9705	12473	11334	18787	8651	3928	17418	5725	5358	4779	15719	12475	16511	11743	14002
7400	15471	12336	11468	15920	16830	9838	4090	16564	7941	12659	7305	7822	3860	8625	18054	12297	872	4856	10554	764	15380	11078
1295	17816	13593	1772	15754	830	607	3596	5181	6216	17229	62	14792	5030	4327	8254	8493	18382	10131	1387	11088	9354	14327
9333	12449	17041	6179	19430	4075	3571	11290	11040	13158	19458	5695	5751	14879	9129	18788	1384	2808	11525	9284	7714	19195	7504
5777	14706	5697	1240	15590	14921	16495	15405	9762	4893	6644	6264	10790	9387	14686	18410	1174	10026	3695	18563	18164	911	18556
7846	2978	3183	13089	1686	256	2438	3456	8030	12140	3272	1079	797	16549	8388	1812	10549	10982	8282	17747	18946	10112	18062
4287	7946	11910	9082	7410	6308	9455	12704	14398	10102	13211	17040	18328	1768	4228	5317	17161	10721	10977	14427	12290	11692	12444
6093	3713	754	6483	13014	18577	18180	3373	10254	19274	5364	8356	1257	14821	2965	18898	13113	6972	19545	3910	4761	4230	14779
19241	3562	13484	18188	19524	16092	17762	3875	646	268	1248	14264	19707	8558	13185	757	15638	19150	6496	2992	11208	10386	16678
2325	6497	9511	850	4869	7261	6903	8267	964	14896	8460	13237	6596	4854	3983	17181	1080	15564	8145	5882	8302	18246	11728
16120	12165	7319	7984	19002	12040	16678	4727	4235	3652	3207	1369	7578	14305	2165	2996	18789	14320	10412	4032	1816	7379	8990
7360	17594	13137	7828	3499	6832	15807	1593	11769	300	16798	473	9930	5061	5612	9730	16556	18830	5021	11732	2651	12263	17176
18613	802	18927	11400	8319	16648	8810	4702	1359	16219	5469	16991	8427	3200	12589	17963	16204	18450	10419	1051	12522	13582	13034
3125	17878	2586	17975	4994	3641	14124	18604	2118	13580	2924	10164	10384	4323	5178	9682	10831	5322	18538	4984	8379	3302	18809
7471	12747	17801	17277	15655	155	3146	2536	4179	261	15066	2875	6992	10915	19223	3567	15400	13936	16841	422	4272	12229	3080
6498	3335	1143	513	3015	16084	366	17581	18703	139	1915	18060	1293	15473	9067	6461	4462	12703	4318	14608	12153	17102	2049
2838	19538	11428	6461	12290	2071	12814	13560	7511	2993	9064	12633	4923	6679	3558	3104	4148	769	19105	11097	9881	774	17900
3596	6790	2556	77	583	13884	6227	19460	12436	238	4348	17412	13806	16026	2980	15974	15792	14929	19517	17231	11328	2224	16829
11066	4422	11105	9217	12233	13512	14809	18677	9724	10017	3833	162	1836	11470	17283	15106	16760	2370	16506	12138	8112	6888	10543
9785	2833	10535	17139	7063	4931	5816	1190	8062	1006	3364	15336	216	19426	9041	12743	18809	1189	13557	8217	17547	17330	3729
10566	1726	10961	11665	5960	15219	12378	11157	3972	19428	4335	5877	12637	9905	8608	103	16395	19530	14530	17456	7190	2828	13511
19653	7797	17274	1825	15422	1865	4226	6473	8794	3788	9627	14763	4163	16165	19578	9978	13439	14334	6486	17171	11765	18605	15153
8743	12743	10640	15927	2481	19157	3323	9761	10993	11223	16961	12274	6396	8544	11008	18194	3926	6897	5478	15825	16786	5594	6558
18809	2196	13812	5649	14999	2222	15017	13014	15046	14821	4893	2049	13891	797	16222	9288	13935	17469	18735	8633	7147	959	11950
3784	8851	529	8135	18235	12680	1210	13676	8510	755	13992	6360	17378	9824	19611	6409	14110	3725	163	13279	15225	7380	12965
9980	5269	6373	18870	10722	4726	17278	15230	13033	18748	17154	10535	2968	6860	8200	4371	9737	1698	17402	2526	91	17314	1508
16513	4478	16012	13527	3306	231	17839	12191	11758	8241	18102	9499	13920	4545	14458	17104	10638	17455	5849	14477	15905	13440	12982
16656	10241	17491	18573	2338	5146	813	6765	15144	18249	10482	16134	6374	15029	1848	13829	17910	9214	3759	4080	15868	3172	5215
10025	19515	385	2284	3425	868	4144	6995	5035	5083	1837	17316	6240	3129	2344	4669	2444	16902	17251	12902	9792	3778	17299
4522	6612	4645	18589	9151	12650	7367	19490	5077	4146	1072	13918	318	19468	16245	12207	6541	5885	1785	15606	4743	7070	18489
5357	5736	12585	18296	3870	12988	12451	16607	18574	6782	3098	2126	1603	17421	3819	7340	15937	16014	1645	6786	16389	12789	3023
3976	9343	9739	11813	15650	11073	1956	1796	7303	14001	6420	680	16643	18526	5119	4246	11712	11962	15925	15600	18174	13729	6895
2571	6182	17752	15372	7060	5451	13879	10190	8067	12639	7417	635	10347	10467	3249	16140	18063	13091	18146	14647	10771	6935	2550
13441	6954	7288	18806	16728	9189	11531	5444	12617	1366	4995	18523	11348	2644	19249	15729	14759	550	2192	13031	17299	14158	10888
134	1880	334	8529	9469	1672	2104	7156	8905	8762	11551	4534	10697	10025	18948	11306	12626	11485	15777	8783	14073	10055	7261
4103	9029	13213	18861	2500	17731	6095	13753	8038	17600	12181	3251	10687	1615	17922	4604	11813	6995	6608	12602	16534	5371	8447
1559	6288	11133	1177	11948	18681	6212	9612	2533	3495	12334	15913	16597	9796	7338	595	17565	3695	5242	1172	18612	1969	15489
13872	13462	794	1395	3254	16548	2009	9577	1304	841	3394	10014	13658	11195	14138	14092	9561	1269	2084	13621	14916	14219	8270
1780	19260	2482	1339	17362	18513	9253	13382	5569	3755	12089	19428	14727	4761	16738	16016	3742	14772	14762	19095	7597	5413	2110
7423	5138	3049	13536	6594	18875	9859	17048	1082	16380	14036	7514	8317	8289	9630	3333	11696	4039	13318	9406	16390	2165	13383
12811	18267	17287	14979	18641	1752	17080	19338	18948	679	5840	7276	15042	4539	18426	3033	2032	17729	12481	14273	18666	15085	229
14701	17805	5219	17051	5096	11097	19224	11989	15448	7451	5009	16148	19208	1111	10370	7340	2703	16018	11346	8401	16066	10138	11224
10816	19065	2928	16166	12175	14678	17840	17427	4926	2819	4062	6832	12757	15312	6134	13306	9111	6094	1547	12870	2275	15550	11113
11651	14933	6721	5464	2868	2897	9027	3361	6497	18469	4463	14091	14407	18105	17840	9602	19032	7059	18637	16165	16181	11626	431
4260	19346	12717	17488	10655	18874	4820	5931	8652	16900	16603	14604	15391	18189	14179	4403	10415	11301	3197	14439	15554	13385	7276
6195	17667	18368	19497	11487	18399	16681	74	8149	5678	7962	6400	16477	13496	18586	18619	10811	17056	16462	14194	7542	19496	9641
1280	13936	10697	6284	14424	9080	1366	4556	8095	16267	15977	8320	11150	4533	3026	5018	6142	5402	1459	2129	17970	2100	13564
13183	19216	11757	14567	5320	17777	5542	4675	16024	18916	9024	18235	10621	6698	14750	12903	5576	12759	18525	17644	2689	13162	6445
15001	10778	17235	9495	10206	1339	1962	5522	8165	3313	16241	7559	15969	1972	12245	1020	3345	9467	2560	18430	13783	13615	13790
10390	14074	10889	549	3303	14808	14222	8490	1097	3071	9300	16122	7705	10573	15339	18056	18939	11686	12848	2994	1688	16078	1514
6500	17017	17932	11233	2757	13731	4438	13338	3672	12380	15211	16623	12185	2877	5893	6912	8877	4219	4215	3386	7515	13895	16577
5648	6343	19581	2135	18003	6402	15058	12300	3286	17123	11656	5255	12423	7792	10809	19476	1080	680	11005	5097	10168	7916	1550
13071	17777	16021	12489	8928	1226	238	7756	1178	3655	15105	11057	19092	2005	11465	18555	4767	1445	12662	1626	1134	17237	5725
8761	18069	1761	2461	3760	10182	11428	2281	2864	18577	18085	18407	17294	12522	11341	5047	14329	16227	17697	2299	7239	9671	16647
15671	9879	17459	226	2142	9409	11028	5006	11142	165	8054	5208	298	445	2573	9104	65	19504	1481	6797	7883	9097	6926
9840	6235	17363	17604	17773	8408	18405	6314	5648	14834	19560	4567	14758	8091	9114	897	7389	6305	4780	2364	16114	17098	7131
8922	18727	13052	13122	5888	3727	2903	15220	12130	18114	540	18405	3921	768	3599	1572	7911	17933	6531	3482	8236	13987	17783
60	3765	10805	382	1167	2697	14689	6345	5523	12984	119	10183	16135	14965	7326	8636	8134	18340	4827	1623	450	16460	2095
2618	5866	9890	10570	16678	1175	17552	10401	456	1625	641	17624	3230	939	3452	3251	18568	17902	6142	3867	11130	3530	3700
9876	19114	5704	3599	692	3757	14471	16655	10285	9416	6419	13869	11464	1556	7372	7153	16563	9381	17518	5139	12246	16468	14956
8073	18172	8102	5914	4320	18076	10508	14623	17528	11422	18407	11123	11859	19065	16266	4072	18551	14248	3007	13405	10129	4797	11699
1632	10496	8672	18589	14887	7463	18905	1675	3098	5070	16037	6770	18559	8247	1961	18767	10466	9981	13436	11720	14488	3639	9176
1023	3499	969	980	14317	9355	11613	1672	16841	5829	19446	1901	3020	15259	15972	11655	1114	2378	2705	17675	19049	18199	17153
3230	9877	12405	11198	10642	10722	15035	2344	5676	13240	6676	16396	3012	12795	5775	13133	380	63	17621	10995	6980	15607	8708
4443	12437	5757	11432	19543	14535	5855	2296	16889	11501	467	5382	14616	6522	15231	7974	9172	1623	13874	9117	9971	72	11709
14533	8217	17196	2251	19375	3349	14985	13030	13045	7547	8188	6995	8834	10696	5768	2456	17472	5307	17794	12118	8717	2804	12792
3401	12813	9239	17612	11218	166	13476	16921	3714	15016	13677	7461	2502	5140	16947	8582	9725	6744	2096	11026	15412	11034	15666
16416	3737	7764	2534	15785	16436	14308	767	5025	17980	3249	17949	13603	18154	10174	12082	5658	7604	18887	9989	1122	10606	5017
2568	16974	18215	2271	2055	15580	926	7006	2371	14844	10698	3837	1571	12496	5732	5416	19164	709	1423	2375	17140	5067	5936
16336	351	9877	10976	6345	1635	1633	5306	2151	7859	19370	9734	13280	10352	12365	4755	5662	3727	18507	3247	1924	19109	7368
14399	3097	11220	5094	14089	1265	10205	3276	15392	8206	7018	2178	7429	19485	4986	14079	11212	9159	16742	12895	2620	13538	13472
10598	3752	3123	649	15023	1178	18601	8813	6068	7886	4768	13715	7306	9064	18990	18160	14364	18634	14360	11854	14676	2941	16910
13983	10424	8321	2394	13028	1101	16373	2769	3713	10325	19628	19418	5094	13736	17036	8938	16418	6095	8791	16573	12352	5622	13492
18881	4496	13457	5379	2581	12075	11356	4065	8464	19620	13273	10050	7565	3382	9319	13233	5249	9359	2535	19675	19554	9573	15345
19280	12865	17577	4463	12812	17893	17404	9687	13463	7959	1845	9202	17694	16630	19042	13488	2343	4809	11997	13781	13190	12023	12012
1872	9437	11757	1861	5058	8359	6021	15006	3667	4937	5713	9643	6045	16399	4483	14829	1901	927	8240	3022	11109	15900	19069
7982	10312	19265	19458	3678	3846	16140	5228	1877	14979	2000	11391	218	16099	14214	15095	14424	6730	4948	376	779	13340	17437
3911	458	14818	14570	18470	2638	4798	727	14395	9627	9431	16418	5606	10080	10659	15340	11478	6230	14245	13468	6183	13440	16302
5371	2140	9804	11997	12082	18803	16	168	18782	9749	706	13450	11012	802	14682	6413	2515	4768	1341	14608	19028	14795	32
14338	2412	17507	18653	9127	14644	6954	4386	10308	8345	18536	8093	9595	4641	8248	6569	11967	15776	3467	19572	5248	4831	16263
12909	545	12796	7428	12187	16381	9250	10169	6379	3573	1577	10385	1783	12477	6759	16680	429	6353	14991	18439	13621	14227	6154
8208	18223	10984	12700	12892	13228	16131	6420	4180	2391	695	12417	16071	7309	3588	13762	4106	16873	602	14879	11644	14646	13084
14585	15104	6993	10756	1378	8055	6069	11601	16931	15656	4219	2575	14072	18826	12286	13305	19633	13649	19194	15122	11521	5043	470
12176	19505	12041	12620	172	14978	16257	18671	9617	11454	18907	12317	4075	17639	11475	11176	6241	5878	1109	6753	1838	16047	527
18069	17439	6628	4992	11383	2776	1089	14743	4129	9203	9920	17624	10461	6679	5189	4237	1704	880	3842	11971	5246	16281	5791
4517	5580	10390	2543	399	18014	15517	1190	9015	4795	17504	643	11743	16555	1990	8841	3032	771	15455	1497	3795	14283	8536
11802	10871	1195	11486	808	4249	10463	12462	6901	4921	18725	3158	14406	14564	7254	13899	7825	16285	7297	16858	13148	11881	9551
13949	7436	8375	14799	9184	7167	11660	7476	16455	19168	14429	7462	3359	6845	7743	14519	13839	3762	13270	14452	9518	12881	9235
5774	5281	6320	8299	17699	17779	7470	3931	14284	905	15984	347	18352	17430	13792	12663	15531	8977	884	9345	18641	15609	6417
1470	16502	1533	14402	14413	13732	16210	17003	9813	19660	10503	7125	15840	17105	15296	15509	6218	19048	11768	3381	11699	6431	1503
16849	13062	13360	4983	8380	3543	9015	16311	16088	18972	17770	14468	2150	9724	18290	10827	2068	5361	10092	15079	18154	8417	12093
4413	403	19087	16721	8926	11425	17702	15588	12487	15747	6506	15462	15175	12674	15239	15850	2925	17412	14135	13682	12039	490	1406
7903	9277	17858	14246	8101	4195	16101	4593	17764	2438	4087	4448	4142	8692	16443	7632	2504	16596	1612	14983	2880	12279	11677
1761	1794	6275	4107	4615	9476	1265	6178	9990	18053	1475	2202	4778	1680	3018	8540	1546	10388	8366	11841	16303	14840	15721
12606	10697	19051	19187	13082	5668	7254	13951	212	4240	13595	13545	8462	12513	1640	5622	12428	5754	10	10019	5180	2259	11938
10794	1524	6094	10899	6952	16642	8957	85	3776	11794	6042	4789	11402	8211	17883	5776	4279	10464	2565	7632	4795	8216	13576
11157	14874	17938	11006	8029	12928	18497	9664	2264	13009	8075	11061	10373	16524	12730	19376	10685	3605	9791	12820	6639	14635	18422
3655	559	13429	14697	2227	12357	15519	14846	17869	5962	19501	8587	16605	10915	9582	3934	5228	19644	16433	5981	12398	2630	493
17326	9866	11523	9754	15650	19635	9207	16316	9567	4231	15532	13876	14713	2893	10304	13714	17407	4704	5798	8808	672	4365	6798
13551	12321	17728	10548	9308	19584	1917	16129	870	12808	2594	780	14186	15127	10825	8105	5690	13582	18475	1467	5466	12956	14823
8253	9006	10710	8734	12589	17641	7813	17527	706	11523	16011	4734	19166	437	12199	7283	6092	9458	4412	270	18945	12820	13071
15569	854	1280	14583	12865	1041	19287	1313	12186	19150	15414	2332	3910	19257	7145	143	7941	17160	7048	246	13442	4756	2114
1909	9865	11948	19295	14868	557	18620	8722	1324	4926	8395	13534	6133	10381	15076	3146	12467	19119	17916	15656	12656	12003	9273
4622	14036	9532	12278	12658	1332	17242	17368	5046	11860	1463	15461	4205	9197	669	18581	18044	3092	12339	10105	14847	13478	13583
10861	9136	14373	13441	16900	7253	8417	16974	10292	15864	3749	16175	16391	11789	10338	6457	1653	2089	11894	2090	12168	9958	1160
19068	18085	5127	13635	15104	4715	4935	3447	352	6399	8593	16097	19106	5764	4773	6012	10473	18210	1479	2774	13123	13488	9912
6802	6981	10559	849	12028	18692	12355	2831	18707	11797	2846	1911	2534	14203	2519	4713	4362	14709	18846	12384	13503	2437	14071
11475	5567	9816	3379	2763	10713	3679	9033	8743	13548	1394	7399	8031	71	15029	4651	4544	17826	19168	5631	1085	11488	12386
13454	4660	19324	19572	3365	14200	19633	3946	7572	12795	13484	1470	8899	15521	17432	16409	1847	12044	12123	15496	8476	16200	13136
6599	16575	3993	11328	14247	4061	17368	9997	1801	17919	10645	13220	3015	6859	2253	14739	4337	17536	18094	1208	8657	1014	15606
3540	8839	7416	17186	16963	321	3634	16975	12359	12134	18096	14141	8900	14578	19271	1152	15858	9908	12849	13636	11602	13938	16178
288	14894	2978	17143	18710	16282	1077	15421	15996	11899	5991	18235	8174	2169	7155	16631	3160	15805	6921	14358	8158	455	2896
7412	18050	3268	5968	8043	1639	18216	3711	734	15555	12917	11810	732	13153	5696	9755	14874	9552	8692	2323	7384	1715	10042
17883	15167	8788	14688	15499	6769	17284	8000	11642	8150	14925	1636	11091	16385	19679	10458	4154	7624	4114	14375	3817	16762	14185
14446	11501	11583	3807	2633	19237	18122	3574	7908	11115	8644	615	15315	14355	12205	15541	3717	5231	13201	11501	6941	16763	17908
13008	10229	4831	7542	15389	4874	8035	14613	14595	7035	6273	18845	7197	14276	12153	5266	8579	16795	15110	4626	4666	18071	5260
6293	7002	14308	16727	11698	14307	3992	15104	3191	824	14838	4415	11339	18355	3325	7568	8105	8164	18736	4492	5449	8092	2403
3878	1513	15235	6031	13137	16771	18919	4320	17517	170	5160	1973	2220	9213	16163	4892	15679	12475	9178	14011	10749	17348	4954
2924	8799	158	15436	10454	13525	679	14759	8772	9664	14315	9748	2330	15565	14546	18402	19547	14413	4720	13238	6239	14476	6846
15730	16263	5561	6158	16133	16149	6216	16308	15163	1127	14631	6095	15334	4994	11870	11665	17824	8650	19669	2667	5966	711	7352
2772	18711	10959	7197	14655	6194	2100	13547	17603	16661	11310	11436	18351	3252	890	4350	1533	2654	18314	1083	13373	11624	6675
1758	4388	8131	7274	14278	6757	4169	14125	14494	5380	11724	10489	17920	17450	3105	17614	5170	7353	8233	19359	5534	3857	16636
3398	737	13590	4434	2861	3632	16579	12570	514	18602	14767	19029	550	13350	13476	851	9517	14956	487	19148	17325	7310	15968
2545	14184	1524	4583	5883	7068	2332	11085	16131	14699	6134	15672	11466	705	12628	19047	5874	16669	12775	10552	5351	8960	2006
6528	12097	6227	8446	6101	11554	19694	4746	12264	18877	19281	16290	10838	9571	8305	6158	172	6480	9985	14389	6642	15950	10714
5611	15892	15036	1389	18612	9517	13202	13509	5455	17845	1560	724	7303	16193	6411	11797	14503	14546	5862	8502	1911	15836	17024
274	4837	5757	17051	18629	12017	8841	1906	10031	16871	4488	8955	15252	2070	9806	4527	8110	57	7340	13791	4025	11044	17535
6390	7538	15460	19460	3708	6105	5630	14099	19580	5129	13555	5181	5914	2795	18534	2681	17497	1164	14583	3813	2001	6165	3324
6150	18498	6495	14768	5316	15137	7827	8681	13723	15815	3039	11357	3619	12955	18383	8340	7017	4017	6597	15244	15881	18126	13566
9948	866	4312	14391	107	17425	5817	94	12300	11328	8869	961	15416	33	19271	3948	16451	14993	11278	15490	4489	10300	15854
4424	10277	10149	16695	2769	13166	17234	3890	10516	8453	14510	3614	591	7402	3726	12002	6777	12957	1165	10676	7877	7666	10930
16644	11916	18225	17294	17700	17418	11187	10667	5069	9735	10845	2	12137	10428	10427	459	18698	12241	9930	11825	17487	7361	8208
12593	11075	15771	6024	13116	4335	8812	3529	17968	10121	17621	7467	12161	12276	1591	19397	16988	18293	2486	4130	8467	18844	13543
3833	1041	10103	18281	14997	5267	7411	10001	6929	12671	6871	1924	18249	18698	1471	18163	6675	2214	15828	3589	713	3021	10303
17606	11152	2431	14303	7942	1877	4167	3209	8149	11649	623	17954	7589	1192	15548	9030	3782	9208	18208	10524	6619	13991	11261
16275	19350	13418	1652	12923	13038	13228	6244	2699	9912	3215	9359	14755	3464	5780	19288	19187	5225	4164	17779	16014	9595	7111
9402	8200	18903	12099	10636	2202	3732	16783	13099	14305	16570	2772	16185	8396	1263	1047	1827	13876	1720	18922	6131	16424	10387
4927	2554	18531	8548	13680	13022	11956	7854	15557	17579	9676	18402	5938	15639	14952	4924	17322	4888	16046	15196	3784	5538	324
