0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
10951	10823	5145	10411	8176	6534	3887	304	7968	10901	8815	5611	611	2339	156	10196	987	5951	5977	6324	6980	7284	8623	8303
3011	7262	969	9921	487	1421	1143	6725	8983	4605	4186	8931	3250	3033	9081	4592	7513	8653	2809	3038	1057	10575	9732	3306
6465	7920	7932	3072	5848	1269	9749	9151	7449	71	8962	2551	6866	3773	8820	1126	9761	9771	1772	9677	8209	8859	10426	1236
7642	798	7180	3391	3751	5379	3378	9708	2067	5757	6834	4534	1343	9062	8627	3943	3484	1916	9768	5205	3287	8115	4620	7129
4851	10305	7990	8257	7818	4891	4819	9716	8308	4306	4427	8920	7664	10892	7273	8801	5773	646	8954	7318	7814	4084	1190	1703
3254	774	65	7467	6298	157	7890	7598	4588	3995	6218	9370	10532	5378	9498	8120	10815	705	2587	11015	4908	570	110	8416
7238	9837	7153	4046	3281	4046	6932	5306	2597	815	4003	7118	5498	1100	8099	7244	10403	2514	10038	10726	2952	3405	2444	1855
10698	8744	8780	1727	2206	5039	9067	3408	9949	1683	5546	4481	1438	2139	10918	6175	8548	3721	424	2390	9558	4832	4829	6160
3722	7375	2370	1646	7567	232	72	6142	707	5426	246	3451	9514	5055	3294	9210	7320	3797	2824	1695	5111	1771	708	4607
25	7977	737	8928	8551	5794	4429	6365	6856	4926	7028	833	9040	1273	1340	5646	768	3754	2950	2698	1310	1564	8518	207
4951	5448	9022	10849	9875	3610	4775	9557	1285	10243	77	1900	5966	2061	10014	9671	3593	6221	951	5277	5850	7580	1333	466
6491	4024	4551	7774	1863	1862	1977	3490	7097	182	7654	4388	322	226	4164	3964	1865	7074	9124	4230	10910	9680	4060	2189
5827	6197	8012	1945	1775	3806	5799	757	1313	705	895	8902	6778	9029	10626	878	9051	1102	10070	8938	7557	2688	7338	7271
5213	603	7873	2917	9119	1550	5235	8455	697	7542	5169	7861	10103	10152	10575	10214	1790	4940	9069	3375	9593	8517	4171	4825
3811	8140	3933	7519	1661	10257	10807	4298	1514	6358	8116	6681	999	4634	4467	3484	6797	8333	4344	5484	8292	2370	8083	7233
1935	7866	7295	2193	2801	6833	6549	5481	8894	2569	5313	2075	4627	7685	9339	8353	5991	6411	1126	3962	8407	2245	6268	4432
4902	1516	5777	193	8377	366	2040	6945	10613	7343	9198	3299	2822	2738	3122	3068	10410	1030	6113	6473	80	1123	10518	3498
7855	1564	2117	2789	3	3730	6781	1075	4627	9646	1578	10264	5043	4186	8103	6407	6728	28	2499	790	10680	2724	6070	636
4705	5142	983	5216	7644	6181	9888	7255	10314	185	7168	10444	1129	3090	4832	9681	1080	7813	7378	7894	6908	8055	4728	7316
10992	231	662	4644	8792	9502	10072	10995	6281	9544	9491	2600	10740	9414	9796	2080	9715	3961	5445	2222	1882	1139	10800	5792
2568	1715	6318	1636	1484	3343	8034	6453	5850	10713	3780	9553	3539	7436	8046	9506	2203	6063	1794	6138	9596	2202	4436	5046
6625	9154	9129	4031	1066	8746	7573	8296	10097	7379	7349	7283	2628	2581	1720	1126	5854	2742	6867	4964	8292	7718	5684	10376
43	5843	7187	9475	10396	1386	9913	6977	10383	2680	4057	8129	2540	5470	8857	7483	165	4276	11087	6994	9256	10051	9473	2965
5277	2831	4653	5011	10355	1145	197	4523	7071	6233	1590	1366	3449	2699	6904	7989	3384	8213	10539	3552	8520	9147	8454	4068
446	6295	6610	10158	5380	9473	4771	2411	7256	9624	4725	3742	4332	5315	10078	9027	7449	9729	7500	8040	10533	3146	7119	3640
7108	7244	5098	5010	4221	4746	7548	23	930	9589	6290	2773	7607	8249	7915	10824	2798	10422	716	1905	10664	5337	4691	2709
6861	4315	8088	3156	1454	7676	5381	2542	3888	5509	8505	8271	7416	10250	5771	9819	4102	8189	980	703	9018	10519	5814	5267
304	9902	1924	5745	6681	1731	3310	9722	4475	4827	1040	10956	790	1037	1518	2212	3367	8587	2572	1173	3206	1037	11017	9482
8741	4732	4341	8432	4708	597	2236	1648	1450	4585	10068	9784	3677	1013	356	1672	3799	4972	8591	8604	7519	8102	1235	4330
8930	10925	2403	327	4610	3577	7463	8535	7529	4779	790	1036	9882	11056	5	9360	10713	9185	2417	7903	6099	9068	10742	2276
8161	4010	7231	1921	8563	3671	4243	3859	3672	3656	6295	3454	8039	7697	4047	5801	8476	6812	57	5125	1924	9712	5417	9063
6874	942	5395	1167	1438	1120	6548	6408	11113	951	3695	7	6451	6572	9471	1067	5586	968	1805	4495	5964	1995	9727	1713
5142	6144	1468	6940	3350	912	4883	8559	9142	2740	7216	11127	10236	340	3841	1017	9287	185	3773	7540	1967	3303	242	2550
2653	2210	5599	5300	10412	6572	10341	8009	1428	2335	2224	6222	7117	3589	6500	6728	5666	6359	4143	5817	8823	5702	9531	6118
1932	10704	1526	4324	9792	1979	6607	586	5721	7098	1251	8767	4952	7101	7307	3232	9808	302	11087	2233	9997	3984	44	1900
4040	4327	3870	2050	10987	327	5016	9785	990	6900	10772	3986	8311	8718	9280	3862	1277	51	8882	7323	5329	1126	7269	3855
9845	469	9576	8930	5395	7606	8303	4232	8500	7792	4490	2364	5459	1274	11112	7611	9942	1211	5880	10434	4716	8037	9128	2878
8549	101	9700	9071	9128	9630	10490	7427	670	321	9238	5235	6054	9038	10123	3801	2227	8410	2853	1562	6546	9636	1460	6250
3353	2283	4245	1975	7179	10046	7565	5172	10040	6521	10482	7858	5658	6062	3512	5392	2522	6043	6014	4963	7849	1904	5504	10973
2151	122	9143	1792	6357	6172	9974	5218	5702	10615	3735	6800	1564	1280	783	2770	3442	4849	2066	1882	5717	1935	1139	2821
9421	3649	7656	323	1436	1979	5320	10726	4504	1794	9960	10709	8898	9269	5444	8230	6537	6776	3217	5651	294	8003	4691	2467
1667	610	2290	4665	5962	887	1831	10727	7370	4380	6961	1635	6091	6965	6738	1338	3186	237	556	7548	9133	10705	7942	1534
347	3506	6009	9109	5981	470	294	4478	6883	9597	8872	9969	1724	2564	9464	1208	4117	19	4564	9007	9729	244	4306	7295
6100	5155	9236	11014	2991	5317	8355	10735	2345	10488	4087	6389	7597	11098	6559	868	2783	9623	10571	7498	10885	3850	9265	2945
6690	297	8362	2812	7115	1725	10546	8650	10628	6454	8870	10219	4091	6742	10606	327	8592	9931	4856	6766	6336	7111	1420	5265
3398	396	126	10830	4893	10901	3066	140	9404	9590	8950	8365	6822	1494	9877	10658	7528	2008	2795	724	4489	5414	2628	435
7882	1972	9263	6768	7149	9142	9148	3660	7611	2127	500	9425	9747	8082	6761	2147	2245	6756	2412	11099	6090	888	3066	8016
1082	3763	2946	5129	338	10373	7409	2177	142	3287	5206	9713	10716	337	3280	1829	4683	8237	5609	8505	3746	6138	10524	10875
9049	5193	1609	5060	4942	7584	5534	9770	5143	1313	9100	4404	5534	10078	9244	6269	10214	4057	4766	231	7355	8516	4784	3271
2124	3673	3667	6217	10214	8296	9355	3200	11003	2152	8295	1739	5269	10274	8845	833	423	5991	5421	8279	8707	7473	4420	7955
4190	317	5234	6813	2705	1861	6842	2563	6059	6141	10847	117	4014	7228	107	7415	4278	10970	11005	10965	10613	9752	7967	2190
7227	5415	1590	2828	1763	1392	3152	1326	4758	2734	4960	3276	463	9331	6054	6631	5590	1050	45	4826	3750	7979	5156	4052
3409	602	8456	3690	3263	9770	1556	1343	1157	521	4190	10407	2836	7395	5845	2354	947	3486	1506	7489	10739	3349	3103	8906
8125	10917	9770	8722	5231	8403	1670	3974	2203	5188	4996	1781	7421	5142	210	4937	1583	5294	7212	1250	858	3699	3431	7784
6696	1484	8810	4431	8885	5493	1295	2511	5333	5673	8078	10543	3380	6546	6143	1677	891	10199	8421	7185	1807	1787	4530	10640
1518	10909	6722	6003	4270	10115	5120	2630	2909	6471	5917	2988	4545	8336	7753	754	10993	10947	9102	3904	2187	7672	4547	11115
4325	5441	1428	2246	8369	2585	5119	722	9504	7483	8878	4840	9402	2948	7988	9174	5171	7939	720	89	5044	7434	6229	6767
4918	8533	7835	655	979	9078	3787	6653	9221	9887	804	3845	632	6214	11122	9187	5968	6305	2065	5402	6670	8777	3601	7698
2563	4935	8121	2147	8364	9028	6003	10634	8597	10112	8854	7877	10121	8160	8676	10574	7539	3112	8385	583	10192	2243	7932	7087
3960	10334	1537	748	1455	10857	9176	9451	4914	1408	10159	2526	4979	1305	34	89	292	7965	6601	5653	3885	10724	725	4439
9531	2186	957	9709	2022	5670	6601	4033	8358	130	5618	2425	8924	136	7165	8179	7651	10234	1291	9591	8753	2136	7584	3394
188	5918	2175	10295	3809	9976	3981	5087	10459	7493	8911	4279	5698	6495	10461	3607	8785	2952	8248	5896	4351	10500	10412	1059
3539	4930	5579	10387	9949	7232	2324	8465	3461	10189	1571	8675	9661	9037	10180	215	6420	5670	4663	791	1480	1999	1075	1153
1502	1015	6446	219	643	6550	4073	5597	3784	1774	7858	9559	7553	7338	1787	6039	4986	6818	2234	5038	8557	10177	1752	555
4757	10454	7233	9800	562	9302	8416	10917	2558	4457	5275	8217	857	5330	8823	8075	9992	10287	7578	10193	9115	5354	7325	7379
8993	3028	3168	1880	475	8578	3965	9365	10297	4508	9653	840	3334	3464	1516	350	393	9854	7838	5384	2128	9318	2399	473
1644	2893	8622	10494	7230	5825	4154	902	9270	9294	5638	8460	1442	5796	3518	6567	9187	5377	9064	3171	7102	10172	7951	4311
6100	3681	3563	5124	5621	1117	7933	1363	4950	6683	3158	2460	1702	9064	2584	2896	6320	9111	1081	2518	1629	186	5992	5218
5848	322	2331	568	1151	6422	5806	4062	1838	4886	6023	9771	5763	5042	8985	293	8524	3941	6118	10847	5635	9345	6386	116
2433	6430	10815	534	983	10677	3706	283	9496	1269	8250	265	11127	5938	5333	6272	5028	3336	541	1631	7901	9872	176	5883
10738	10205	8605	10894	6043	424	4312	2050	8920	873	4285	2522	8971	1779	1980	9686	4582	9366	1160	9066	4773	10100	637	3179
5321	2459	11074	4733	9	7041	8734	6628	1892	9909	4570	3233	4654	2632	704	991	1644	5118	6416	7283	6632	3961	7702	10106
5426	4435	9727	5003	2099	2472	1722	2303	3489	8163	9329	6440	8080	1759	962	5369	9968	823	3109	8518	8888	76	734	3994
680	7273	1714	6928	543	5050	9629	4049	10556	10847	6070	4759	9082	8078	85	9756	10908	2485	8350	10665	8983	10312	1920	3624
1022	9888	1009	7636	3597	106	2678	9496	2988	7215	3824	6610	191	6206	7455	9970	4596	8856	8485	5074	6129	2094	2121	10644
3025	1115	1181	8265	5797	3719	5325	762	8995	152	5330	2114	8937	8049	10597	10905	1673	3267	9231	989	10630	8181	3572	4018
6606	4390	433	9782	7785	447	9740	1817	2251	5146	10463	9320	2572	594	406	6720	6280	4313	6292	7597	648	7709	9315	4984
9805	6973	3783	317	1908	7109	803	11035	2374	5573	712	7615	7685	7798	9458	9026	8446	2500	3561	10104	3614	1918	4995	3778
146	1160	9023	780	9559	8370	6508	415	8501	4213	5970	9826	4861	4709	2640	6610	578	7729	7946	8271	9082	9337	955	1632
8373	1781	6236	2271	7072	3154	2483	1617	8097	4478	6251	674	9221	6285	5040	5863	1786	3754	9535	2729	8914	5115	4873	5871
9417	3990	4361	4910	10904	7749	3677	1956	3580	1885	4757	3815	3192	7628	9337	6558	4589	8736	8268	8526	9759	9485	7086	3008
8716	1205	729	65	4629	3037	3024	2847	6738	6561	6976	1368	7549	8066	9237	8889	10196	913	1580	7641	10794	10044	7117	5836
1252	9100	2752	9433	6483	265	5584	8220	10940	3149	5938	255	10857	97	5003	5194	6466	9783	6859	3107	7946	6206	251	1444
1434	10363	9844	9398	8730	3135	7002	94	7290	1823	1381	4418	4436	4893	6503	10291	5378	1805	10907	4954	3502	1646	8821	383
4133	4090	4454	9072	10404	10083	10983	8766	9534	10565	6133	10556	9908	8975	4148	8803	2451	3161	8922	5785	4299	6432	6979	4780
25	4619	483	3100	3750	2204	7960	7120	5631	2566	7357	2319	2713	8398	4385	1567	6185	6322	4185	456	9953	7326	10304	2078
6630	4025	4073	2078	6690	1752	9093	5333	624	7332	448	3190	1421	10916	59	6896	9253	3451	10793	5129	5301	10480	10404	2694
1849	3002	9643	5512	9502	6639	5325	402	5141	6412	8827	1174	9465	2541	8441	1775	4178	9375	6730	7344	5815	3572	5718	6154
2777	949	3429	4258	1115	864	1539	5827	6657	6732	2087	9753	3002	2273	10543	3441	1571	1089	7752	3754	7871	2889	9136	2095
5977	9494	2617	6326	9939	3009	3284	9404	8962	2361	1632	9621	3708	3770	3594	10851	7150	7676	9692	6159	3876	1754	1296	2941
2601	10840	10709	5591	7270	6093	1875	9241	9449	10814	10094	1497	884	339	9947	9636	5709	5857	2467	5467	539	5762	6930	8125
21	5846	1152	1684	4155	3839	6403	2318	5501	2016	5943	2185	4847	7740	4392	9874	2959	8683	10858	6731	7211	2604	6903	8396
7668	5723	473	4225	8681	501	6860	8279	1469	5675	2287	6295	1096	2805	7054	857	3601	5389	6086	3208	7715	4905	1426	801
9355	3439	5978	3523	3925	1914	3739	10301	7383	4674	7089	9451	5814	148	6717	535	5456	5309	9977	4176	587	1214	7756	9031
310	10118	231	10304	4403	1799	2738	6397	5977	741	2620	4460	8969	710	5347	1440	6524	9913	3506	3408	151	6081	2287	7466
10067	11042	1075	5238	9533	1061	9208	7860	7931	2588	4116	2911	7331	10517	10027	885	8115	702	784	6336	6194	8198	5202	6400
9670	7419	8137	6281	6224	9468	3967	3894	10813	10544	1779	4493	2900	5946	8997	8674	9095	3248	10034	11000	3375	4358	5991	1748
4090	11019	4589	9906	7519	3432	10571	226	5468	8665	5469	2145	1813	2530	6383	5182	7077	1040	3689	4613	2420	3500	11027	3717
5162	7196	7158	10945	7029	4067	9509	7635	9027	2031	7406	6418	10640	1909	2324	8578	2498	1000	3932	4595	10571	827	10520	1064
1772	8860	4026	908	6158	4434	4633	9236	2737	2994	4509	6973	5416	1297	811	9970	9289	7570	4686	2635	10414	2098	1983	6832
9551	8770	1906	9510	2778	5935	7045	1197	8379	1806	1546	3322	10979	3548	4538	6349	2368	5713	10383	4199	8344	828	697	4576
9726	4289	2209	8851	4351	6187	3212	1131	6722	3767	5013	5393	3829	3382	4965	4534	6828	4907	10327	3416	10887	2375	2235	5525
5480	6925	8862	10446	10989	3786	2927	10323	545	10326	2986	949	6578	8155	6112	3065	10691	8400	2213	8751	8171	4899	4933	44
9622	1474	9729	119	8920	162	884	6780	3679	3112	8423	10862	7316	5965	2377	2986	4326	2076	10874	10896	10472	8729	8110	1844
231	1555	3430	3232	5354	2578	3304	10159	5846	8773	9540	155	2655	191	608	5490	4480	91	9847	3204	6040	3531	1525	10998
5041	135	1112	9973	10880	3154	2010	7938	4614	11125	10327	11017	6919	7970	10720	5109	10783	5038	7185	7116	10053	203	9998	1729
3146	6431	7141	9188	68	10150	1143	7384	4641	5621	1391	6571	4548	3101	2913	9703	3618	5693	9821	6371	2772	10599	10386	900
7729	4322	3110	6774	11048	2960	9245	5374	8861	1710	7322	500	5352	7282	7367	5948	6378	10153	2008	3405	11050	5979	6557	7354
1504	10236	8337	3942	562	2212	4048	7329	1250	7615	3724	3525	8569	9517	6571	1301	10194	3814	9037	2845	5459	1646	3497	9202
229	9500	7581	8457	893	3444	7207	936	8121	9262	4387	7954	8685	9422	2884	10702	4872	6631	9640	4923	1745	5882	10489	4601
8384	6035	5056	6722	3284	2715	10082	10048	3569	7741	5010	2254	9547	1610	7169	10299	7802	5942	2984	1683	385	210	4548	4302
10905	6369	1990	6707	9705	8426	6228	6122	9396	5518	5831	8669	10623	9693	3280	472	8861	6149	3257	4107	8166	71	2388	9905
699	5681	5132	661	662	316	4497	4989	7639	9836	5736	2229	1899	573	7227	930	7638	11064	4027	2126	1534	9531	10328	8631
7267	1002	2351	4045	839	283	461	8907	10899	7270	7604	2764	3361	8746	1952	8541	10704	8432	8041	10871	8784	5750	5555	4284
3132	1610	2894	10479	9906	10620	9878	5152	5885	9665	7694	6132	3034	6558	3933	239	825	6187	5569	5514	6791	469	4651	2863
11119	9721	7547	4723	1922	5133	1686	10704	5079	2414	4867	4027	1777	8104	6409	6011	4687	3799	9257	45	6790	1946	9335	2808
9348	10654	7857	5867	2116	4013	378	5264	10036	8392	7670	2345	4283	1207	4401	553	32	6576	8570	59	7885	2763	8640	8665
1668	6356	1029	2702	8044	5086	6459	7881	5022	4144	10566	7170	10071	2474	1324	4286	2665	5618	1160	4767	6750	4925	1522	9004
6762	384	5116	6658	4745	1091	2183	7624	8644	4833	9132	5829	4988	1117	6491	8188	7944	1169	5117	2015	6659	10488	5499	10398
8813	4227	10820	6862	10448	7461	7225	1930	8704	4990	7161	10695	1510	5407	9678	5297	2108	9170	9052	5129	9926	2646	3958	4771
1241	7251	10935	3901	8382	3326	9512	3507	6750	3163	11014	2754	3332	9361	834	7028	8789	7368	3657	7784	453	5520	1763	4193
7428	5601	4880	5468	10689	8471	2830	10203	4927	9693	10374	2588	157	10295	11059	9847	5380	3637	8013	1345	736	6611	1124	3963
5568	2849	3420	232	1978	10167	7434	9369	5459	8302	8674	6248	7066	409	3927	2126	8801	7304	8218	2083	1070	3587	43	6046
10582	8777	8953	1962	3891	10305	4249	5093	10187	7066	6522	2421	8363	9344	10010	3927	2431	1660	10563	5332	7408	614	3000	3814
2022	2873	4557	9110	6287	1986	3385	6958	1124	3656	4588	5185	4998	8066	5537	6821	1750	2149	3621	9305	4548	8556	3835	5381
5884	3578	2543	5317	8096	4956	1102	9366	4185	6333	9476	2357	10448	1931	9836	6026	5207	9162	2401	7810	1705	7945	8717	1793
6893	3330	9954	5917	5231	5229	5562	102	5250	5951	3066	3216	295	10904	6252	9844	4204	10883	755	6488	7710	10736	10451	822
7449	9874	185	3347	5656	7748	10821	7746	115	7132	5900	5519	10448	3032	10338	3559	1067	10538	3853	903	7969	1182	5089	2726
5921	9251	7679	1659	2733	2187	8758	7327	7171	533	6066	8998	5746	10108	89	7666	1397	8574	6417	5821	10175	9882	606	5656
3049	10244	8172	1323	8060	6452	7978	197	6473	3607	5381	2037	5691	11043	5783	9124	475	1199	6639	7520	1678	8614	5544	4494
5864	6911	9487	5265	8628	4703	8579	9431	6765	5630	1697	6186	6451	4802	2921	5541	7287	5186	7091	8048	9986	9441	5788	8233
3538	9252	7937	4320	2663	5605	9089	10052	4601	5809	3386	3686	7544	8005	2220	9821	2968	491	344	8161	3330	1719	490	1391
6875	10141	5590	10159	10513	4035	4765	151	10678	993	7394	7760	4291	1531	7285	1720	4270	5773	10978	3359	755	7870	7503	3512
5721	6390	9783	1768	4553	9514	6483	9847	2720	6410	2653	2067	1577	6024	11080	5996	1018	9783	2870	10951	8498	788	1053	5859
7851	7821	11095	198	3196	7898	771	198	3984	4349	216	10197	4415	345	8273	8111	2113	941	7948	7632	9502	7761	9145	4394
3777	307	5573	7380	3624	4204	1837	373	2341	10065	10016	7649	4479	208	2638	9706	9116	9835	683	8126	8891	5344	9908	3785
1104	6968	5019	9663	690	3606	3178	9341	993	3534	7927	8523	8599	1555	3242	6430	7551	10137	9437	7768	6693	1816	9219	2617
8284	7264	6304	10421	6430	5001	1935	6618	1917	363	2845	10101	9131	9394	5984	8194	5735	9286	9929	6971	3260	10708	626	1426
9051	5636	8429	5040	967	9307	4572	4919	5193	7780	9131	5450	6551	3207	7172	7112	1329	9033	4352	2025	2611	8836	839	10651
6421	10377	4412	3515	9182	3677	8962	7309	596	3167	6166	7737	7352	9696	8750	2614	739	10847	8325	8425	1554	10477	7607	8121
4480	2969	7924	6237	4324	2376	480	2701	3737	10995	3796	1784	10222	106	7732	8117	1951	306	4985	4991	4244	10553	3358	2563
4026	10504	7224	5034	10395	1818	5151	8984	7589	4230	1040	4770	6585	9963	156	1570	8165	5202	9178	6870	8566	8147	9696	10458
2203	3458	5697	1092	8675	11081	9453	10923	8036	9453	11066	4980	4428	3882	5546	1070	6463	2825	7802	4134	4511	4675	9916	7393
10115	8928	8788	10087	7381	4032	471	8658	7632	8684	10415	9017	1528	3284	10445	5221	2410	1175	3646	9211	4418	3357	5597	10746
4721	4305	4866	8361	6777	169	2629	3284	2189	8317	3223	4118	10729	8728	5835	3066	8814	5043	4	5294	9768	6162	4359	444
4142	1071	8463	8024	3545	9992	1264	7586	6004	5144	4110	1642	6591	6436	7308	9392	384	9009	451	4198	7339	2146	2787	995
1084	8803	6109	2566	5300	596	1911	4788	9592	5064	5660	1408	9992	3027	204	6161	4348	473	3608	1066	350	1439	2249	11002
8489	4449	9655	3541	7750	5835	368	6165	1018	1566	204	11117	7585	7033	1574	4198	10820	3179	10519	10897	3898	10665	5816	4359
4567	3766	2309	9105	6359	9598	1592	3297	4012	208	7577	1969	7491	9309	5715	947	392	8363	1796	11090	2280	5407	6231	8024
5696	4124	10366	5031	10878	8904	1241	6890	7159	8938	811	10022	9061	4416	3381	8168	1165	2400	2577	10199	7022	5543	9911	3802
3950	7703	6048	1271	4375	8043	1990	8608	8974	9857	7163	5748	854	2368	5319	3733	219	9681	7955	3740	4258	2521	6373	8338
6338	5061	1821	8151	8752	2514	2966	3004	7513	7699	10021	3021	10248	1038	4102	8838	9257	1826	228	7879	748	8990	2486	9606
7114	3780	899	5869	7105	2783	6770	8857	3382	6876	3761	10899	8536	3751	5197	5322	4977	9921	5007	379	8226	5517	578	465
8513	7967	1091	8808	327	1331	10693	8476	11098	2244	7656	7939	5827	2894	1326	1983	9629	328	6537	3205	10711	8411	7065	4474
1075	9449	2792	4304	2042	5397	5993	11012	6054	11005	2430	4201	7632	2014	6497	9421	1449	1053	3756	6308	8224	3097	7559	8947
10783	10755	10899	11003	4163	302	5559	2966	3954	10211	4534	3376	1640	6579	309	1335	2945	9543	9693	7631	8773	809	5499	3304
4562	9428	1370	7514	3802	9709	3093	9124	9566	2625	329	5168	3139	9676	4952	1179	10867	848	2440	463	4867	9342	5296	8059
7207	7709	6741	4499	6204	3906	5147	4425	9527	2856	8706	3411	2532	953	3899	4010	9586	6117	2158	2103	4827	5183	9023	5124
527	9856	503	174	4	3604	1497	9330	7731	4140	7996	4333	8689	2894	7029	5976	10823	3901	1858	1873	6703	7820	3512	8227
5099	10158	7978	1288	4339	4615	4773	8090	746	2075	5784	2078	126	3388	10663	3296	9891	7338	9840	178	8981	4228	9390	8051
10157	8661	6893	5856	3045	3197	1507	3880	7544	3188	5748	10111	10324	3097	7684	6826	734	6738	3541	10744	689	11067	8442	8382
4232	3226	3293	8507	76	2634	5354	4132	4759	8842	5605	5341	4360	960	5974	10259	6369	7045	10202	10305	3302	1906	5310	3833
10213	2825	10285	6533	9279	10549	1824	8037	7493	5816	2698	1227	6217	10018	9739	5603	5301	6490	10642	9265	919	7281	2642	1564
4928	10117	9314	3380	6029	7236	7826	5077	6342	6417	10737	1615	3051	6849	3028	477	10554	7738	7034	8691	11093	4421	6103	7292
1905	6533	7090	9902	10715	8707	4409	1265	1693	413	6650	9513	9523	6502	6085	1956	468	659	7719	9740	8815	10673	8562	2779
9441	2673	6603	1575	10453	8224	11128	7260	917	2202	3552	6393	8106	2814	2731	10499	9272	178	10629	4015	4052	8775	137	10483
9270	3834	7952	2752	1065	8588	656	300	1029	7038	976	8915	8676	10280	4970	8762	11058	9642	3625	3559	1344	2372	8763	1874
10679	317	3636	4829	10287	2603	6405	8625	3237	9425	822	3429	10732	1489	1837	8441	6762	5483	9157	7283	2217	5389	8451	7262
6853	7192	5461	7196	8207	7052	403	5698	8035	5068	9696	5415	9609	9510	2477	806	9758	7160	2495	518	9669	3387	5961	3904
9950	5223	3293	8172	7712	1988	10009	7147	4239	3615	4478	1401	962	5849	8625	10333	2621	7870	6215	8141	9977	5572	1804	5031
373	3106	7915	10036	1303	341	9363	9681	3326	2236	3115	8097	4645	8583	10248	2788	4493	2972	6566	6807	4798	4335	5720	4513
5141	10645	9621	9879	3875	7441	5149	10555	10420	8574	6015	781	8245	307	4160	11009	1261	3878	3759	10568	9453	3636	9354	8152
4464	10923	11059	5099	5175	2206	2537	5034	8387	9220	6413	8769	10082	5942	5385	2081	18	10690	3052	9804	374	1347	9540	9427
6474	2711	10405	8783	4742	1748	8760	5305	9217	7636	3736	6714	7490	9962	4868	10285	3285	5568	5135	8276	7701	3692	10824	8864
6985	8957	258	9665	6277	6962	2920	5838	9124	8789	930	730	1847	561	3849	5735	6364	2517	7980	1857	4422	5915	9023	8539
7312	1170	10407	5431	2836	3154	4995	10067	1810	8087	9981	9928	8566	3066	5001	280	3416	3771	6598	6493	1034	7362	4934	947
7535	7122	4962	9276	9275	1249	1537	8516	5305	6275	1501	3542	4303	4343	6187	1606	8085	9785	8173	1757	4161	6205	5513	10387
4193	9765	3198	75	2028	5053	6272	1012	1149	2456	10092	8731	1325	6000	4940	102	10431	3372	3108	9280	8142	1776	7288	4629
417	440	306	3902	583	6652	2157	4929	9792	9274	2006	8962	6662	3280	1844	10907	923	927	9055	5255	777	2632	4052	8017
7753	5809	5016	8597	3422	5710	2794	9191	1651	1921	7268	6710	6918	5050	3135	428	1476	9714	2178	5738	4518	8439	5432	10907
10123	8248	1621	3094	7935	6595	1514	581	8522	10322	7884	6819	6184	1412	891	9170	3764	3556	6481	220	5177	1742	1111	7740
3748	4836	5103	3390	7602	8359	4627	4752	942	5011	5023	6654	9876	10895	7462	2069	4582	5084	2249	7487	9919	2519	3821	9017
3520	3579	993	2340	8281	9667	911	7500	8142	7962	759	5525	9133	7731	4168	3637	8793	400	7437	6573	4673	2092	5994	6152
6782	3427	4657	8580	6882	7663	2643	1213	7813	6221	9450	987	248	5422	4907	8284	4449	397	6224	8103	10847	7341	2309	7257
5357	7299	3816	9326	1613	443	3615	2927	8645	662	10240	1150	1958	9611	1984	9762	10860	3533	8742	8495	1723	8792	6387	3680
1931	3333	4781	1606	7682	10565	5573	4635	978	5826	5754	5387	1965	8204	8338	2951	6462	8044	2040	9560	7260	5111	7274	2333
10691	8456	6657	9780	11074	9923	9560	1624	1134	8614	7757	7803	6916	5898	7999	446	10837	6885	6068	5634	2135	1724	6552	8729
8748	11016	4380	3234	6360	7352	4465	5818	1552	1624	1495	1603	5177	8648	8778	8807	9810	1040	8507	1657	8402	8887	950	5349
5291	6968	5424	7381	2123	2097	3509	160	32	747	5513	3215	9143	846	3959	10877	1738	10111	7164	555	4124	550	5216	638
6840	5095	4986	7091	5568	10008	6731	10298	2561	6200	9098	9219	995	1511	7660	4028	3833	1779	4821	3316	5329	8767	4763	5968
5247	7296	7633	4596	408	7960	3725	5133	7135	6887	3039	1493	9251	1209	4660	10287	78	4135	4973	4772	8265	10874	7653	6943
1753	5516	475	10112	10958	9126	10644	9493	9878	8196	6106	9011	5149	10041	7803	6878	1172	7802	817	6983	5930	11018	8466	6744
7283	2072	3436	3416	10784	8889	3830	3632	6190	373	7959	4872	5250	7255	1100	1041	3190	1477	1824	3555	3797	7519	6112	423
5670	3487	7279	5261	7692	4407	7751	175	10528	1242	10830	7867	7478	9932	5907	1909	6911	9796	852	2628	1038	5947	6880	8828
5440	3616	4981	11082	1379	8424	6237	11106	4446	591	4765	6609	7639	1981	3923	4578	9358	3625	7681	10079	2719	7366	9222	8954
8586	5169	3325	6890	4529	5967	6618	2394	5373	4099	10142	6453	7924	3184	10004	6603	1006	10142	4403	3258	349	1751	1486	5651
2088	6140	6119	9907	290	8640	5290	1679	8986	8662	8366	4891	7361	10566	6055	1279	2938	3376	2839	2943	10072	4524	6261	42
1000	3257	10319	6160	4666	1652	2176	10972	2966	8050	8467	9684	9678	3967	6840	9302	1257	3442	6872	3274	33	7655	5671	1166
3347	3232	565	4813	4448	8345	10222	3379	1473	6773	3828	5170	3545	2233	5454	10528	2184	947	5987	4764	1567	7404	3462	5298
10974	3059	2163	5450	6981	10172	1634	9706	5320	9776	10203	1080	972	7785	9018	8912	2734	200	1699	5133	10710	9490	8603	2606
